image_name,scale,center_w,center_h,original_0_x,original_0_y,original_1_x,original_1_y,original_2_x,original_2_y,original_3_x,original_3_y,original_4_x,original_4_y,original_5_x,original_5_y,original_6_x,original_6_y
lfpw/trainset/image_0637.png,1.905,254.0,277.5,126.92564850000001,335.0860135,127.16256333333332,173.19998650000002,196.782026,244.884267,320.099286,321.226809,311.800034,247.588714,347.142923,191.776676,349.447627,249.483311
helen/trainset/2201943712_2.jpg,1.615,313.5,483.0,396.5472751666666,399.5627091666667,398.7788513333333,267.21681716666666,449.018224,336.658486,528.069057,382.580929,522.309712,333.509142,545.207268,287.77985099999995,551.608717,334.18484
helen/trainset/222388800_1.jpg,5.9,1052.0,613.5,378.8110936666667,1171.6439128333332,368.38512199999997,738.7693825,418.457106,874.147649,688.634226,1131.543847,655.72595,874.120984,795.737697,760.876546,824.159497,877.8370150000001
lfpw/trainset/image_0473.png,1.04,307.5,186.0,126.56986416666666,333.62597450000004,141.9952933333333,263.21493333333336,156.606451,302.747584,203.299993,356.58686800000004,209.767162,314.525202,243.095117,292.97212,235.29567000000003,325.156273
helen/trainset/2343200154_1.jpg,5.05,1380.0,1514.5,1265.2406761666666,1695.0426736666666,1235.6262964999999,1277.1691631666667,1386.6568619999998,1539.274083,1651.5338880000002,1638.864494,1613.141376,1479.348245,1681.643608,1290.293548,1704.958709,1474.602642
helen/trainset/2177175118_1.jpg,4.13,1216.0,1211.0,1012.5718276666666,1255.4893840000002,1030.5174203333333,968.4958756666668,1144.468669,1024.926129,1379.686341,1257.956166,1371.893406,1061.732498,1391.262781,975.163713,1385.698965,1062.700533
helen/trainset/2333670757_1.jpg,5.64,1387.0,1100.0,779.5060370000001,1500.3719738333336,809.8593645000001,1082.3138511666666,947.964866,1171.66154,1290.518378,1457.572028,1263.884446,1208.906469,1407.565819,1140.0783720000002,1417.12468,1244.943825
lfpw/trainset/image_0229.png,0.7,263.5,147.0,105.25058466666667,300.018034,107.959339,244.44582533333335,128.212177,274.940581,166.037978,299.290428,164.447938,276.1435,180.207928,254.646039,180.639362,274.838112
lfpw/trainset/image_0487.png,0.71,311.0,166.0,125.69025966666668,353.02413950000005,128.9664195,296.3834613333334,144.262766,335.625085,183.105762,355.900632,181.049683,335.864044,202.855155,314.121611,203.498081,336.820349
afw/507521047_1.jpg,1.205,833.5,370.5,305.6666681666666,833.0178561666665,311.10707900000006,759.6178209999999,351.780616,770.883413,410.08415,846.2734519999999,412.559927,797.066643,437.861635,784.683403,449.13249,803.805742
lfpw/trainset/image_0576.png,0.68,199.0,149.0,106.67083333333335,211.07934566666668,103.31566066666666,154.16922866666667,132.97206599999998,165.956696,174.84996,199.496715,169.663999,170.51877,181.868628,158.262709,187.746389,170.099962
afw/4739664721_1.jpg,1.13,481.5,329.0,260.9533998333333,559.54201,256.2013871666667,461.7237421666667,297.302723,514.4701309999999,365.41581,537.924039,358.268744,505.485717,384.238427,469.322855,392.694072,503.840136
helen/trainset/2726369211_2.jpg,1.98,609.0,629.0,550.4678983333333,743.4251196666665,516.9190763333332,574.8262191666666,596.69599,653.091036,695.644032,681.042845,678.283098,615.650993,706.822413,526.863636,742.2235410000001,588.761589
helen/trainset/2765583247_1.jpg,1.8,455.0,403.5,308.5726368333333,558.3259111666666,308.05574683333333,383.83756950000003,344.095677,473.575406,456.247003,540.180252,446.299683,469.382107,489.369114,401.313856,497.52996500000006,469.26962
helen/trainset/2527422664_1.jpg,6.915,1972.5,1582.5,1179.5415353333333,2155.19595,1138.2728968333333,1550.3427806666666,1490.804748,1756.444102,1796.668357,2118.064076,1787.9875550000002,1781.840057,1874.553863,1597.569371,1952.947759,1785.387009
lfpw/trainset/image_0174.png,2.335,1030.5,508.0,371.2449736666667,1146.2359471666666,400.5101405,961.8162408333334,461.89110199999993,1076.41077,590.894888,1158.805801,594.830431,1090.77191,639.396148,1037.882776,633.095388,1104.348112
helen/trainset/275252906_1.jpg,3.24,801.0,912.5,744.9603480000001,955.2521753333334,802.3057425000001,704.5984279999999,838.8049030000001,888.2871289999999,993.046309,1009.126437,1010.462889,913.643971,1101.079989,804.33796,1070.833641,935.602996
helen/trainset/2830081484_1.jpg,5.41,1152.0,1490.5,1262.8053586666667,1434.6752145,1242.6737278333333,1040.8267136666666,1379.236413,1243.893149,1668.245831,1307.0254710000002,1621.395744,1207.23656,1763.596594,1086.702425,1799.1426170000002,1172.565534
helen/trainset/2634041063_1.jpg,9.27,1432.0,2026.5,1517.4519449999998,1895.2472870000001,1620.8063975000002,1246.3488023333332,1664.397741,1730.504061,2174.005883,2012.538739,2163.827639,1760.933697,2375.283651,1375.433369,2329.15193,1797.820345
lfpw/trainset/image_0090.png,1.01,224.0,283.5,248.72820983333335,289.882189,238.9161538333333,212.587593,289.718064,255.925958,330.059364,253.251968,327.58075,235.885802,340.489728,207.789625,344.687474,230.54704
helen/trainset/2269501063_1.jpg,3.02,859.0,859.5,691.5820553333333,1024.5586775,698.3905218333333,765.4295636666666,761.790709,916.132203,944.202667,996.022883,922.04085,906.053732,1001.312331,812.9411769999999,1001.372483,910.822324
helen/trainset/182804431_1.jpg,1.725,524.5,296.5,191.47969750000001,648.8873213333334,181.29465116666665,511.3439265000001,265.521257,611.427528,348.565205,607.855047,345.445372,569.9999889999999,359.675202,507.341697,367.595059,563.163983
lfpw/trainset/image_0003.png,0.65,170.0,198.0,156.95112216666666,186.0566985,156.08683983333333,131.762464,184.72255,150.448224,217.745227,183.71669,216.013258,154.933472,228.446944,139.66245800000002,233.806539,154.89136499999998
lfpw/trainset/image_0015.png,0.585,281.0,190.5,155.35570683333333,293.976243,152.422992,243.33687899999998,172.157938,256.537524,207.607196,288.903802,203.935851,259.760199,220.633004,242.511193,227.484281,259.527324
helen/trainset/2419189561_1.jpg,2.275,228.5,412.5,292.71435283333335,372.8596296666667,292.16018099999997,173.41638616666668,357.179417,294.71089,492.744122,354.4984,485.571413,298.495519,536.712847,221.749354,536.983296,303.735263
helen/trainset/2501616966_1.jpg,2.17,440.0,579.5,460.6138373333333,547.6741793333334,446.59804516666674,352.1711785,576.997297,432.785399,648.723961,498.567883,646.923509,423.256388,685.794583,361.936325,703.529963,421.8720320000001
helen/trainset/1799534916_1.jpg,2.935,395.5,704.5,570.3297185,380.7349036666667,545.8075828333334,176.15198283333334,640.253826,164.022072,811.619295,299.632612,780.188905,182.739038,836.446122,151.747674,861.1473460000001,188.611068
helen/trainset/2100608030_2.jpg,3.275,953.5,874.5,699.5079281666667,1124.3003003333333,698.7760436666667,865.8250233333332,737.174983,1022.007312,943.789521,1123.781246,917.394658,1012.560044,1020.515215,890.917506,1019.320156,1010.645775
afw/4285163979_2.jpg,0.9,890.0,862.5,801.2084856666667,934.4206495000002,804.7442123333334,856.6476576666668,830.454413,898.282384,875.728098,943.778251,877.232106,897.2709769999999,895.620449,856.9501539999999,902.413193,897.42381
afw/3729198156_4.jpg,1.585,517.5,791.5,712.3373628333333,632.2075263333332,695.2614873333333,504.50238116666657,768.77477,581.9427139999999,831.815037,612.505411,827.675399,558.96942,836.372885,477.462924,851.113281,554.8654280000001
lfpw/trainset/image_0656.png,0.945,201.0,197.5,131.33821233333336,228.15705733333334,130.084621,148.50850616666665,155.16213100000002,171.024932,219.499237,217.775392,211.934867,176.191802,230.779863,152.701789,233.502162,177.219302
helen/trainset/2005566839_2.jpg,1.93,580.0,572.5,462.12158800000003,678.9731871666667,450.5503416666666,517.0511341666667,510.323302,597.275093,617.645108,656.034566,602.812269,583.9528320000001,640.221123,505.916804,657.598664,579.102177
helen/trainset/2706372454_1.jpg,3.51,1004.0,993.5,838.0878391666666,1145.2154391666666,826.0832026666667,842.3457333333334,929.987857,970.7326,1114.853467,1101.1568619999998,1085.610353,958.937079,1167.15309,852.3992880000001,1194.888365,949.655707
lfpw/trainset/image_0704.png,1.4,453.0,376.0,286.0406838333333,518.2911276666665,288.389803,393.50812133333335,342.665473,449.364727,423.05562,503.050559,414.732411,449.606172,450.201318,408.520629,455.44236,450.33067
helen/trainset/2593505397_1.jpg,3.44,663.5,624.0,424.3678523333333,829.8201013333334,433.8175561666667,531.9287815,538.208015,706.112554,720.906329,830.222075,728.1289519999999,704.706199,781.069305,570.426654,787.569153,706.9663730000001
helen/trainset/2598926500_1.jpg,4.04,1182.0,1196.0,934.9397533333334,1398.1912083333334,923.9129341666667,1065.3467094999999,1069.799243,1259.946894,1252.177449,1420.994231,1250.188801,1228.955931,1325.706375,1011.813063,1387.380769,1218.113659
helen/trainset/250246725_1.jpg,3.265,739.5,806.5,591.479812,853.964705,609.0085355,612.3091459999999,726.792951,732.05476,927.170256,848.7079,924.994405,740.7649299999999,991.922474,656.3468349999999,1009.33475,744.899678
lfpw/trainset/image_0639.png,0.485,43.0,361.5,330.3273405,73.23210666666667,330.2529543333333,42.82960566666667,347.354128,74.645496,376.982413,70.528903,374.882767,65.585018,385.910324,46.505457,388.407045,64.229025
helen/trainset/2430537549_1.jpg,2.11,259.0,401.0,312.5973876666667,407.82305449999996,278.71918783333336,252.07333166666663,348.90097000000003,358.260314,475.970779,361.349846,446.412408,326.548417,483.861222,241.031984,507.363495,308.000237
helen/trainset/2848964141_1.jpg,1.395,337.5,400.0,333.490871,429.4033078333334,310.03185483333334,317.48359150000005,362.411676,383.948971,443.641419,383.879746,428.823399,349.312184,455.535567,294.129629,472.910913,340.3942
helen/trainset/2242655460_1.jpg,1.495,271.5,345.5,255.916865,343.5680006666667,246.22000266666666,225.42477050000002,284.983897,282.752577,382.578452,325.536241,367.350375,275.753663,395.673706,227.036875,406.60718,273.142977
helen/trainset/2389790920_1.jpg,1.99,240.0,380.0,270.33423516666664,316.12377983333334,279.5600343333333,145.1357055,327.676105,222.108602,437.591774,312.579475,434.728975,227.62033,463.93967,172.498764,473.989731,229.94164
helen/trainset/2306396832_1.jpg,2.25,379.0,564.0,478.02784766666673,476.8205411666667,452.80233433333325,291.8609993333334,542.953971,362.45717,629.494509,422.590884,613.328611,347.07378,643.124321,278.876752,666.677434,337.496384
helen/trainset/248255433_1.jpg,1.535,244.5,348.0,259.9328903333333,283.2534775,249.0213581666667,152.61556816666666,291.531425,182.181007,390.102687,250.258994,381.627198,190.230696,398.612992,151.744401,404.151311,187.89406
afw/225191079_1.jpg,1.11,485.0,185.0,112.88773533333335,542.5869246666667,110.40157649999999,456.5147735,131.624049,506.688089,204.871904,536.212852,198.654911,504.147182,220.510952,466.6550610000001,223.01624,503.055371
helen/trainset/114487865_1.jpg,4.73,1387.0,1397.5,1159.0613929999997,1641.5118365,1137.7011926666667,1202.0201806666666,1309.5085789999998,1417.069011,1520.420225,1558.461571,1507.802725,1402.562218,1581.877791,1241.62025,1598.250817,1400.398083
helen/trainset/2211065399_1.jpg,1.765,543.5,407.5,297.68054,646.7844341666668,304.12279766666666,519.2782135,355.546541,602.929467,461.032234,643.61258,455.540564,595.802051,510.891689,536.9583759999999,513.0300990000001,594.99765
helen/trainset/274928922_1.jpg,3.215,960.0,748.5,547.4996216666667,1131.7997778333336,550.5883645,855.2133618333332,678.1494650000001,1018.652443,822.881222,1118.274285,830.336265,998.193569,893.9100369999999,856.289891,918.181707,994.843997
helen/trainset/2685853470_1.jpg,4.21,1277.5,1187.0,905.9414391666668,1435.2954393333332,910.8838116666666,1049.8130071666665,1049.324543,1211.941,1262.423776,1450.046964,1268.044722,1235.637271,1354.7648769999998,1094.801554,1365.99605,1240.819812
helen/trainset/279534306_1.jpg,5.76,856.0,1320.5,1030.6032506666668,1007.9228521666668,1044.7506578333334,565.1795081666667,1162.719624,742.2896400000001,1455.259875,971.923105,1437.987536,766.1742519999999,1528.486385,611.352221,1540.126367,778.917467
helen/trainset/2345049528_1.jpg,1.895,577.5,482.5,385.05673333333334,699.1549226666666,364.7615498333333,526.6332478333333,451.236782,604.0374009999999,545.722864,650.194839,521.635738,592.588677,572.491123,497.685943,608.9569730000001,565.981354
helen/trainset/2614715469_1.jpg,3.155,922.5,918.5,788.2943093333333,941.2788023333333,758.8228326666667,712.3285616666667,863.362726,747.782071,1016.507746,937.563996,994.484975,763.674424,1043.1112380000002,707.64462,1093.552598,765.115542
helen/trainset/269968666_1.jpg,1.635,481.5,321.5,210.3069836666667,531.2394469999999,226.30336266666666,409.3209765,276.33488,478.676851,366.762557,557.960271,373.789684,496.782621,402.930037,447.119987,403.833406,503.483141
helen/trainset/2809056479_1.jpg,2.495,555.5,490.5,368.63840466666664,670.8816913333334,363.3280991666666,476.95644566666664,427.136072,572.399181,575.757555,649.13958,558.81936,562.204999,595.683017,497.120029,603.485569,562.437646
helen/trainset/1429860583_1.jpg,1.415,431.5,313.5,230.12156783333333,499.8571111666667,227.42968016666669,370.80248933333337,259.758579,423.28888200000006,345.15369,490.422721,335.64852,427.020679,370.160107,379.886035,382.480147,422.615502
helen/trainset/2906597545_1.jpg,5.5,1518.0,1221.5,896.7909121666665,1843.4349631666666,867.6751423333334,1446.6135146666666,995.499113,1722.205165,1322.437735,1808.621835,1300.070219,1673.283728,1375.3413,1504.677492,1385.765472,1667.20545
afw/237815567_1.jpg,1.065,2207.5,1290.5,1245.4261951666665,2267.116614,1236.9090663333334,2176.9311345,1270.271673,2226.031707,1318.885587,2249.802405,1313.305438,2216.625299,1332.80014,2177.263747,1342.020982,2213.093913
helen/trainset/2249998377_1.jpg,4.0,622.0,939.0,686.5746933333334,833.3246186666667,669.436141,475.32365283333337,806.1668480000001,659.3365190000001,1035.368721,813.98852,1029.288515,648.15978,1101.678995,483.170103,1132.056849,647.297223
helen/trainset/2134262703_1.jpg,1.59,463.0,466.5,367.00974849999994,550.1812883333333,366.15361133333334,408.7726895,428.04586100000006,490.005588,494.023618,549.497577,493.359779,476.885451,522.694548,405.699455,533.910727,476.32866
helen/trainset/2150051470_2.jpg,4.08,1180.0,926.5,692.5140851666666,1290.8609485,711.5027813333335,954.4779843333334,860.499726,1097.232013,1028.926029,1314.501932,1036.1313289999998,1121.507936,1091.030145,1010.88246,1104.941633,1133.24709
helen/trainset/1657180938_1.jpg,2.165,249.5,401.5,288.01878816666664,328.74861633333336,285.20729516666665,144.234972,363.146035,221.377557,464.523368,308.27537,455.483474,221.699742,492.215006,161.902283,501.617632,223.119129
helen/trainset/2698579516_1.jpg,7.4,1141.0,1799.0,1353.1068571666667,1521.9001644999998,1354.2748993333335,894.0907406666669,1553.606996,1214.792633,2068.489196,1476.563801,2047.3002850000005,1208.081396,2158.296157,984.209617,2185.242737,1215.1088630000002
helen/trainset/2370158801_1.jpg,2.225,642.5,617.5,509.87152583333335,757.5578086666666,507.35409483333336,576.2823018333333,608.636824,675.298847,702.2013400000001,733.3511940000001,709.573124,656.823607,714.693937,588.010978,718.8014,656.850979
helen/trainset/2925378694_1.jpg,2.615,786.5,588.0,401.16501049999994,880.6261956666667,403.0405871666667,667.4031778333334,512.5181690000001,767.0867509999999,665.744968,888.9368609999999,664.975192,786.351496,701.7132690000001,703.990512,705.174971,789.617766
